date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:33	7035/7035	---M-Z	200	added ('OK')	text/css	etag:%221b7b-64a1c02a-e84c1296ca76822b;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-13.css?ver=1688322090	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-13d3c4.css	(from https://wpriverthemes.com/gridx/)
16:20:34	89815/89815	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215ed7-6466315d-555545e04436adf5;gz%22	https://wpriverthemes.com/gridx/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-includes/js/jquery/jquery.min5aed.js	(from https://wpriverthemes.com/gridx/)
16:20:34	13424/13424	---M-Z	200	added ('OK')	application/x-javascript	etag:%223470-6466315d-dbc8c138a437d8e4;gz%22	https://wpriverthemes.com/gridx/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://wpriverthemes.com/gridx/)
16:20:34	174023/174023	---MCZ	200	added ('OK')	application/json	date:Sun,%2027%20Aug%202023%2010:50:32%20GMT	https://wpriverthemes.com/gridx/wp-json/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/index.html	(from https://wpriverthemes.com/gridx/)
16:20:34	21551/21551	---MCZ	200	added ('OK')	application/json	date:Sun,%2027%20Aug%202023%2010:50:32%20GMT	https://wpriverthemes.com/gridx/wp-json/wp/v2/pages/13	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/wp/v2/pages/13.json	(from https://wpriverthemes.com/gridx/)
16:20:35	852/852	---M-Z	200	added ('OK')	text/xml	date:Sun,%2027%20Aug%202023%2010:50:33%20GMT	https://wpriverthemes.com/gridx/xmlrpc.php?rsd	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/xmlrpc0db0.php	(from https://wpriverthemes.com/gridx/)
16:20:35	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-6466315d-e10a62d63ed5400;gz%22	https://wpriverthemes.com/gridx/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-includes/wlwmanifest.xml	(from https://wpriverthemes.com/gridx/)
16:20:35	2426/2426	---M-Z	200	added ('OK')	application/json	date:Sun,%2027%20Aug%202023%2010:50:33%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2F	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed00f2.json	(from https://wpriverthemes.com/gridx/)
16:20:36	2493/2493	---M-Z	200	added ('OK')	text/xml	date:Sun,%2027%20Aug%202023%2010:50:34%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2F&format=xml	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed8394	(from https://wpriverthemes.com/gridx/)
16:20:36	3313/3313	---M-Z	200	added ('OK')	image/svg+xml	etag:%22cf1-6481e1f5-83ce72d4c1cd5acc;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/logo.svg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/logo.svg	(from https://wpriverthemes.com/gridx/)
16:20:37	113367/113367	---M--	200	added ('OK')	image/png	etag:%221bad7-6481e1f5-9265990e94097abe;;;%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/bg1.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/bg1.png	(from https://wpriverthemes.com/gridx/)
16:20:37	46651/46651	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2010:50:35%20GMT	https://wpriverthemes.com/gridx/about-page/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/about-page/index.html	(from https://wpriverthemes.com/gridx/)
16:20:38	38623/38623	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2010:50:35%20GMT	https://wpriverthemes.com/gridx/contact-info/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/contact-info/index.html	(from https://wpriverthemes.com/gridx/)
16:20:38	44386/44386	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2010:50:36%20GMT	https://wpriverthemes.com/gridx/work/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/work/index.html	(from https://wpriverthemes.com/gridx/)
16:20:38	917/917	---M-Z	200	added ('OK')	image/svg+xml	etag:%22395-6481e1f5-1a3fac6770c323f3;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon.svg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon.svg	(from https://wpriverthemes.com/gridx/)
16:20:39	1743/1743	---M-Z	200	added ('OK')	image/svg+xml	etag:%226cf-644a6d8a-944d853e98a4ade;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/star1.svg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/star1.svg	(from https://wpriverthemes.com/gridx/)
16:20:39	5536/5536	---M--	200	added ('OK')	image/png	etag:%2215a0-642ab835-d9fd80bc87b27ae9;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/sign.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/sign.png	(from https://wpriverthemes.com/gridx/)
16:20:39	112827/112827	---M--	200	added ('OK')	image/png	etag:%221b8bb-642a9690-8e0b09c9ccec7fb4;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/me.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/me.png	(from https://wpriverthemes.com/gridx/)
16:20:39	40890/40890	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2010:50:37%20GMT	https://wpriverthemes.com/gridx/credential/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/credential/index.html	(from https://wpriverthemes.com/gridx/)
16:20:39	21307/21307	---M--	200	added ('OK')	image/png	etag:%22533b-642b2c86-e42d34b332cf539d;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/my-works.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/my-works.png	(from https://wpriverthemes.com/gridx/)
16:20:40	4306/4306	---M--	200	added ('OK')	image/png	etag:%2210d2-642b32c3-2dabc5bdf53e43ad;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/gfonts.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/gfonts.png	(from https://wpriverthemes.com/gridx/)
16:20:40	34105/34105	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2010:50:38%20GMT	https://wpriverthemes.com/gridx/consulted-admitting-is-power-acuteness/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/consulted-admitting-is-power-acuteness/index.html	(from https://wpriverthemes.com/gridx/)
16:20:40	713/713	---M--	200	added ('OK')	image/png	etag:%222c9-6481e1f5-53ac2f7e1ae4a10f;;;%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon2.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon2.png	(from https://wpriverthemes.com/gridx/)
16:20:41	44296/44296	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2010:50:38%20GMT	https://wpriverthemes.com/gridx/service-offerings/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/service-offerings/index.html	(from https://wpriverthemes.com/gridx/)
16:20:41	10241/10241	---M-Z	200	added ('OK')	application/x-javascript	etag:%222801-647790d7-2aaad4fd6d9eae27;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.7	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/swv/js/indexf2b4.js	(from https://wpriverthemes.com/gridx/)
16:20:41	12943/12943	---M-Z	200	added ('OK')	application/x-javascript	etag:%22328f-647790d7-73ab770c9dd900e4;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.7	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/js/indexf2b4.js	(from https://wpriverthemes.com/gridx/)
16:20:41	78743/78743	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213397-6481e1f5-467df7deb08e3bf8;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/bootstrap.bundle.min.js?ver=6.2.2	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/bootstrap.bundle.min3781.js	(from https://wpriverthemes.com/gridx/)
16:20:42	14239/14239	---M-Z	200	added ('OK')	application/x-javascript	etag:%22379f-6481e1f5-91d6328da5aa5964;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/aos.js?ver=6.2.2	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/aos3781.js	(from https://wpriverthemes.com/gridx/)
16:20:42	836/836	---M-Z	200	added ('OK')	application/x-javascript	etag:%22344-6481e1f5-75d4f0e5d8860be0;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/main.js?ver=6.2.2	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/main3781.js	(from https://wpriverthemes.com/gridx/)
16:20:42	28165/28165	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Aug%202023%2010:50:40%20GMT	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/ajax-form.js?ver=6.2.2	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/ajax-form3781.js	(from https://wpriverthemes.com/gridx/)
16:20:43	4958/4958	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135e-64997761-8057ea8cbb595bde;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.14.1	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/webpack.runtime.mina1c3.js	(from https://wpriverthemes.com/gridx/)
16:20:43	52861/52861	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ce7d-64997761-2ad074e705d71400;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.14.1	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend-modules.mina1c3.js	(from https://wpriverthemes.com/gridx/)
16:20:44	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-64997761-d7986f4ca3fe5fd0;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://wpriverthemes.com/gridx/)
16:20:44	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-6466315d-f994376b7fb53951;gz%22	https://wpriverthemes.com/gridx/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-includes/js/jquery/ui/core.min3f14.js	(from https://wpriverthemes.com/gridx/)
16:20:44	40814/40814	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f6e-64997761-fc498268bfd76053;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.14.1	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend.mina1c3.js	(from https://wpriverthemes.com/gridx/)
16:21:14	213952/213952	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22343c0-64997761-1acddc5eafe2e720;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.20.0	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.eot	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
16:21:15	94248/94248	---M--	200	added ('OK')	font/woff2	etag:%2217028-64997761-b253e329826dd5c6;;;%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.20.0	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff2	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
16:21:15	115572/115572	---M--	200	added ('OK')	application/font-woff	etag:%221c374-64997761-39fcf70c0e4a5bd3;;;%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.20.0	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
16:21:17	321759/321759	---M-Z	200	added ('OK')	image/svg+xml	etag:%224e8df-64997761-32286da3fe557ce4;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.20.0	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.svg	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
16:21:17	213792/213792	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2234320-64997761-e9b04f22bc26afcf;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.20.0	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.ttf	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
16:21:17	3511/3511	---M-Z	200	added ('OK')	text/css	etag:%22db7-649c2e97-140ea246f3d5bcd5;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-926.css?ver=1687957143	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-92632c7.css	(from https://wpriverthemes.com/gridx/about-page/)
16:21:18	17564/17564	---MCZ	200	added ('OK')	application/json	date:Sun,%2027%20Aug%202023%2010:51:16%20GMT	https://wpriverthemes.com/gridx/wp-json/wp/v2/pages/926	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/wp/v2/pages/926.json	(from https://wpriverthemes.com/gridx/about-page/)
16:21:18	2468/2468	---M-Z	200	added ('OK')	application/json	date:Sun,%2027%20Aug%202023%2010:51:16%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fabout-page%2F	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed9284.json	(from https://wpriverthemes.com/gridx/about-page/)
16:21:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20Aug%202023%2010:51:16%20GMT	https://wpriverthemes.com/gridx/?p=926	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/index2b15.html	(from https://wpriverthemes.com/gridx/about-page/)
16:21:18	2533/2533	---M-Z	200	added ('OK')	text/xml	date:Sun,%2027%20Aug%202023%2010:51:16%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fabout-page%2F&format=xml	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed2968	(from https://wpriverthemes.com/gridx/about-page/)
16:21:19	1547/1547	---M--	200	added ('OK')	image/png	etag:%2260b-6481e1f5-4da4a2382aa9f69b;;;%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/star-2.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/star-2.png	(from https://wpriverthemes.com/gridx/about-page/)
16:21:19	1852/1852	---M-Z	200	added ('OK')	text/css	etag:%2273c-64997972-66cb5337b74ce525;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-1084.css?ver=1687779698	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-1084ad38.css	(from https://wpriverthemes.com/gridx/work/)
16:21:19	217373/217373	---M--	200	added ('OK')	image/png	etag:%223511d-64366a88-8cf7c4fa780ef9b2;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/me2.png	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/me2.png	(from https://wpriverthemes.com/gridx/about-page/)
16:21:20	14870/14870	---MCZ	200	added ('OK')	application/json	date:Sun,%2027%20Aug%202023%2010:51:18%20GMT	https://wpriverthemes.com/gridx/wp-json/wp/v2/pages/1084	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/wp/v2/pages/1084.json	(from https://wpriverthemes.com/gridx/work/)
16:21:20	2453/2453	---M-Z	200	added ('OK')	application/json	date:Sun,%2027%20Aug%202023%2010:51:18%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fwork%2F	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/oembed/1.0/embedcf38.json	(from https://wpriverthemes.com/gridx/work/)
16:21:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20Aug%202023%2010:51:18%20GMT	https://wpriverthemes.com/gridx/?p=1084	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/index8e49.html	(from https://wpriverthemes.com/gridx/work/)
16:21:21	2518/2518	---M-Z	200	added ('OK')	text/xml	date:Sun,%2027%20Aug%202023%2010:51:18%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fwork%2F&format=xml	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed71bd	(from https://wpriverthemes.com/gridx/work/)
16:21:21	7630/7630	---M--	200	added ('OK')	image/jpeg	etag:%221dce-64391b90-9375f682267ea52a;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project1.jpeg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project1.jpg	(from https://wpriverthemes.com/gridx/work/)
16:21:21	47339/47339	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2010:51:19%20GMT	https://wpriverthemes.com/gridx/workdetail-page/	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/workdetail-page/index.html	(from https://wpriverthemes.com/gridx/work/)
16:21:21	12966/12966	---M--	200	added ('OK')	image/jpeg	etag:%2232a6-643e5ea7-cdf4d47450175881;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project2.jpeg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project2.jpg	(from https://wpriverthemes.com/gridx/work/)
16:21:22	32157/32157	---M--	200	added ('OK')	image/jpeg	etag:%227d9d-643e6a28-d052415a4305efc1;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project3.jpeg	C:/My%20Web%20Sites/Portfolio/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project3.jpg	(from https://wpriverthemes.com/gridx/work/)
